document_id,property_id,document_type,document_name,file_format,file_size_mb,created_date,last_modified,document_status,access_level,key_terms_extracted,has_signatures,requires_renewal,expiry_date
DOC_003748,CBRE_00183,Maintenance Log,CBRE_00183_Maintenance_Log_5.csv,csv,1.91,2022-03-05,2023-01-15,Active,Public,"general, property, management",False,False,
DOC_003749,CBRE_00183,Maintenance Log,CBRE_00183_Maintenance_Log_6.csv,csv,4.12,2022-04-30,2023-07-09,Active,Internal,"general, property, management",False,False,
DOC_003750,CBRE_00183,Maintenance Log,CBRE_00183_Maintenance_Log_7.csv,csv,1.45,2021-07-27,2023-05-24,Draft,Public,"general, property, management",False,False,
DOC_003751,CBRE_00183,Maintenance Log,CBRE_00183_Maintenance_Log_8.csv,csv,3.46,2022-04-06,2023-09-09,Active,Public,"general, property, management",False,False,
DOC_003752,CBRE_00183,Maintenance Log,CBRE_00183_Maintenance_Log_9.csv,csv,3.18,2020-02-15,2024-09-02,Active,Internal,"general, property, management",False,False,
DOC_003753,CBRE_00183,Tenant Correspondence,CBRE_00183_Tenant_Correspondence_1.docx,docx,3.0,2022-08-16,2024-12-07,Active,Internal,"general, property, management",False,False,
DOC_003754,CBRE_00183,Tenant Correspondence,CBRE_00183_Tenant_Correspondence_2.docx,docx,4.09,2020-09-17,2024-09-28,Draft,Internal,"general, property, management",False,False,
DOC_003755,CBRE_00183,Tenant Correspondence,CBRE_00183_Tenant_Correspondence_3.docx,docx,2.08,2024-06-17,2024-10-10,Active,Internal,"general, property, management",False,False,
DOC_003756,CBRE_00183,Tenant Correspondence,CBRE_00183_Tenant_Correspondence_4.docx,docx,2.1,2022-02-21,2023-11-21,Draft,Internal,"general, property, management",False,False,
DOC_003757,CBRE_00183,Tenant Correspondence,CBRE_00183_Tenant_Correspondence_5.docx,docx,4.34,2022-11-04,2024-09-15,Active,Internal,"general, property, management",False,False,
DOC_003758,CBRE_00183,Market Analysis,CBRE_00183_Market_Analysis_1.pptx,pptx,4.89,2021-04-02,2023-08-11,Draft,Public,"general, property, management",False,False,
DOC_003759,CBRE_00183,Environmental Report,CBRE_00183_Environmental_Report_1.pdf,pdf,2.1,2021-10-06,2024-05-09,Active,Confidential,"general, property, management",False,False,
DOC_003760,CBRE_00184,Lease Agreement,CBRE_00184_Lease_Agreement_1.pdf,pdf,1.74,2023-11-06,2024-08-31,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-09-04
DOC_003761,CBRE_00184,Lease Agreement,CBRE_00184_Lease_Agreement_2.pdf,pdf,0.45,2022-12-17,2024-03-18,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2027-10-12
DOC_003762,CBRE_00184,Property Inspection Report,CBRE_00184_Property_Inspection_Report_1.pdf,pdf,4.58,2024-01-18,2023-05-24,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003763,CBRE_00184,Financial Statement,CBRE_00184_Financial_Statement_1.xlsx,xlsx,0.57,2024-05-28,2024-08-30,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003764,CBRE_00184,Financial Statement,CBRE_00184_Financial_Statement_2.xlsx,xlsx,4.75,2021-11-15,2024-07-26,Draft,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003765,CBRE_00184,Energy Audit,CBRE_00184_Energy_Audit_1.pdf,pdf,0.47,2020-06-03,2024-07-13,Active,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003766,CBRE_00184,Appraisal Report,CBRE_00184_Appraisal_Report_1.pdf,pdf,4.01,2024-05-08,2023-10-20,Active,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003767,CBRE_00184,Insurance Policy,CBRE_00184_Insurance_Policy_1.pdf,pdf,0.65,2022-05-08,2024-01-10,Active,Internal,"general, property, management",True,True,2027-02-23
DOC_003768,CBRE_00184,Maintenance Log,CBRE_00184_Maintenance_Log_1.csv,csv,0.37,2024-02-06,2023-08-25,Active,Internal,"general, property, management",False,False,
DOC_003769,CBRE_00184,Maintenance Log,CBRE_00184_Maintenance_Log_2.csv,csv,3.53,2024-02-17,2023-06-25,Active,Confidential,"general, property, management",False,False,
DOC_003770,CBRE_00184,Maintenance Log,CBRE_00184_Maintenance_Log_3.csv,csv,1.55,2021-10-05,2024-07-15,Archived,Internal,"general, property, management",False,False,
DOC_003771,CBRE_00184,Maintenance Log,CBRE_00184_Maintenance_Log_4.csv,csv,4.45,2021-11-26,2023-08-13,Active,Public,"general, property, management",False,False,
DOC_003772,CBRE_00184,Tenant Correspondence,CBRE_00184_Tenant_Correspondence_1.docx,docx,2.46,2023-11-22,2024-05-16,Active,Internal,"general, property, management",False,False,
DOC_003773,CBRE_00184,Tenant Correspondence,CBRE_00184_Tenant_Correspondence_2.docx,docx,1.19,2022-10-27,2024-04-13,Active,Internal,"general, property, management",False,False,
DOC_003774,CBRE_00184,Market Analysis,CBRE_00184_Market_Analysis_1.pptx,pptx,0.38,2022-04-06,2023-01-18,Active,Confidential,"general, property, management",False,False,
DOC_003775,CBRE_00184,Environmental Report,CBRE_00184_Environmental_Report_1.pdf,pdf,1.14,2021-07-27,2023-08-30,Active,Internal,"general, property, management",False,False,
DOC_003776,CBRE_00185,Lease Agreement,CBRE_00185_Lease_Agreement_1.pdf,pdf,0.79,2021-01-16,2024-10-04,Active,Public,"rent, term, renewal, escalation, cam",True,True,2026-01-07
DOC_003777,CBRE_00185,Lease Agreement,CBRE_00185_Lease_Agreement_2.pdf,pdf,0.27,2023-12-25,2023-02-24,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-12-22
DOC_003778,CBRE_00185,Property Inspection Report,CBRE_00185_Property_Inspection_Report_1.pdf,pdf,1.99,2023-10-04,2024-11-12,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003779,CBRE_00185,Property Inspection Report,CBRE_00185_Property_Inspection_Report_2.pdf,pdf,0.23,2021-08-19,2023-08-27,Active,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003780,CBRE_00185,Financial Statement,CBRE_00185_Financial_Statement_1.xlsx,xlsx,1.02,2024-08-16,2024-06-18,Active,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003781,CBRE_00185,Financial Statement,CBRE_00185_Financial_Statement_2.xlsx,xlsx,0.8,2024-12-07,2024-09-16,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003782,CBRE_00185,Financial Statement,CBRE_00185_Financial_Statement_3.xlsx,xlsx,1.58,2023-01-26,2024-11-29,Active,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003783,CBRE_00185,Energy Audit,CBRE_00185_Energy_Audit_1.pdf,pdf,2.83,2023-06-23,2023-10-12,Draft,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003784,CBRE_00185,Appraisal Report,CBRE_00185_Appraisal_Report_1.pdf,pdf,3.44,2022-02-02,2024-11-09,Active,Confidential,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003785,CBRE_00185,Insurance Policy,CBRE_00185_Insurance_Policy_1.pdf,pdf,1.21,2020-11-18,2023-05-13,Active,Confidential,"general, property, management",True,True,2026-05-18
DOC_003786,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_1.csv,csv,2.89,2023-02-08,2023-11-01,Active,Public,"general, property, management",False,False,
DOC_003787,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_2.csv,csv,0.45,2020-12-23,2024-08-01,Active,Internal,"general, property, management",False,False,
DOC_003788,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_3.csv,csv,1.44,2020-04-01,2023-10-27,Active,Confidential,"general, property, management",False,False,
DOC_003789,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_4.csv,csv,4.15,2021-03-15,2024-08-18,Active,Internal,"general, property, management",False,False,
DOC_003790,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_5.csv,csv,1.37,2020-09-04,2023-12-03,Draft,Confidential,"general, property, management",False,False,
DOC_003791,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_6.csv,csv,2.24,2024-04-12,2023-09-07,Active,Internal,"general, property, management",False,False,
DOC_003792,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_7.csv,csv,3.99,2023-08-12,2024-08-29,Active,Internal,"general, property, management",False,False,
DOC_003793,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_8.csv,csv,4.88,2021-11-12,2024-10-23,Draft,Public,"general, property, management",False,False,
DOC_003794,CBRE_00185,Maintenance Log,CBRE_00185_Maintenance_Log_9.csv,csv,4.0,2021-06-23,2024-06-06,Active,Internal,"general, property, management",False,False,
DOC_003795,CBRE_00185,Tenant Correspondence,CBRE_00185_Tenant_Correspondence_1.docx,docx,0.24,2021-10-27,2024-09-11,Active,Internal,"general, property, management",False,False,
DOC_003796,CBRE_00185,Tenant Correspondence,CBRE_00185_Tenant_Correspondence_2.docx,docx,3.31,2024-11-17,2024-06-27,Active,Internal,"general, property, management",False,False,
DOC_003797,CBRE_00185,Tenant Correspondence,CBRE_00185_Tenant_Correspondence_3.docx,docx,3.9,2021-09-19,2023-11-14,Active,Internal,"general, property, management",False,False,
DOC_003798,CBRE_00185,Tenant Correspondence,CBRE_00185_Tenant_Correspondence_4.docx,docx,0.35,2020-01-05,2023-12-13,Active,Internal,"general, property, management",False,False,
DOC_003799,CBRE_00185,Tenant Correspondence,CBRE_00185_Tenant_Correspondence_5.docx,docx,4.97,2023-11-11,2024-03-24,Active,Internal,"general, property, management",False,False,
DOC_003800,CBRE_00185,Market Analysis,CBRE_00185_Market_Analysis_1.pptx,pptx,4.44,2020-02-23,2023-01-23,Active,Internal,"general, property, management",False,False,
DOC_003801,CBRE_00185,Environmental Report,CBRE_00185_Environmental_Report_1.pdf,pdf,3.06,2021-07-18,2023-04-27,Draft,Internal,"general, property, management",False,False,
DOC_003802,CBRE_00186,Lease Agreement,CBRE_00186_Lease_Agreement_1.pdf,pdf,2.31,2022-09-21,2023-02-12,Archived,Internal,"rent, term, renewal, escalation, cam",True,True,2026-03-30
DOC_003803,CBRE_00186,Lease Agreement,CBRE_00186_Lease_Agreement_2.pdf,pdf,0.99,2023-01-13,2024-04-15,Active,Public,"rent, term, renewal, escalation, cam",True,True,2026-04-11
DOC_003804,CBRE_00186,Lease Agreement,CBRE_00186_Lease_Agreement_3.pdf,pdf,1.09,2020-07-29,2023-03-08,Draft,Public,"rent, term, renewal, escalation, cam",True,True,2026-12-20
DOC_003805,CBRE_00186,Property Inspection Report,CBRE_00186_Property_Inspection_Report_1.pdf,pdf,0.34,2022-03-06,2024-12-05,Draft,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003806,CBRE_00186,Property Inspection Report,CBRE_00186_Property_Inspection_Report_2.pdf,pdf,3.77,2022-10-12,2023-05-21,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003807,CBRE_00186,Financial Statement,CBRE_00186_Financial_Statement_1.xlsx,xlsx,1.34,2020-12-16,2023-03-12,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003808,CBRE_00186,Financial Statement,CBRE_00186_Financial_Statement_2.xlsx,xlsx,2.49,2023-04-11,2023-04-29,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003809,CBRE_00186,Energy Audit,CBRE_00186_Energy_Audit_1.pdf,pdf,1.25,2020-12-05,2023-08-21,Active,Confidential,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003810,CBRE_00186,Appraisal Report,CBRE_00186_Appraisal_Report_1.pdf,pdf,3.99,2021-07-28,2023-10-26,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003811,CBRE_00186,Insurance Policy,CBRE_00186_Insurance_Policy_1.pdf,pdf,1.15,2023-05-17,2023-11-07,Archived,Internal,"general, property, management",True,True,2026-12-28
DOC_003812,CBRE_00186,Maintenance Log,CBRE_00186_Maintenance_Log_1.csv,csv,4.28,2020-12-08,2023-04-24,Draft,Confidential,"general, property, management",False,False,
DOC_003813,CBRE_00186,Maintenance Log,CBRE_00186_Maintenance_Log_2.csv,csv,4.96,2021-05-21,2024-02-21,Archived,Internal,"general, property, management",False,False,
DOC_003814,CBRE_00186,Maintenance Log,CBRE_00186_Maintenance_Log_3.csv,csv,4.69,2022-09-02,2023-10-01,Active,Internal,"general, property, management",False,False,
DOC_003815,CBRE_00186,Tenant Correspondence,CBRE_00186_Tenant_Correspondence_1.docx,docx,4.61,2023-11-10,2024-12-29,Active,Internal,"general, property, management",False,False,
DOC_003816,CBRE_00186,Tenant Correspondence,CBRE_00186_Tenant_Correspondence_2.docx,docx,4.83,2024-04-19,2024-04-21,Active,Internal,"general, property, management",False,False,
DOC_003817,CBRE_00186,Tenant Correspondence,CBRE_00186_Tenant_Correspondence_3.docx,docx,0.95,2023-01-14,2023-06-15,Draft,Public,"general, property, management",False,False,
DOC_003818,CBRE_00186,Tenant Correspondence,CBRE_00186_Tenant_Correspondence_4.docx,docx,3.08,2021-12-07,2024-03-30,Active,Confidential,"general, property, management",False,False,
DOC_003819,CBRE_00186,Market Analysis,CBRE_00186_Market_Analysis_1.pptx,pptx,3.89,2023-09-24,2024-07-05,Active,Confidential,"general, property, management",False,False,
DOC_003820,CBRE_00186,Environmental Report,CBRE_00186_Environmental_Report_1.pdf,pdf,3.19,2022-06-24,2023-12-04,Active,Public,"general, property, management",False,False,
DOC_003821,CBRE_00187,Lease Agreement,CBRE_00187_Lease_Agreement_1.pdf,pdf,1.83,2024-09-10,2024-04-28,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2027-05-08
DOC_003822,CBRE_00187,Lease Agreement,CBRE_00187_Lease_Agreement_2.pdf,pdf,1.71,2024-02-01,2023-06-25,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-12-15
DOC_003823,CBRE_00187,Lease Agreement,CBRE_00187_Lease_Agreement_3.pdf,pdf,4.88,2024-10-06,2024-01-15,Active,Public,"rent, term, renewal, escalation, cam",True,True,2027-01-13
DOC_003824,CBRE_00187,Property Inspection Report,CBRE_00187_Property_Inspection_Report_1.pdf,pdf,1.73,2021-12-18,2024-04-10,Draft,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003825,CBRE_00187,Property Inspection Report,CBRE_00187_Property_Inspection_Report_2.pdf,pdf,0.78,2024-10-04,2024-12-13,Draft,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003826,CBRE_00187,Financial Statement,CBRE_00187_Financial_Statement_1.xlsx,xlsx,3.2,2021-01-24,2024-09-25,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003827,CBRE_00187,Financial Statement,CBRE_00187_Financial_Statement_2.xlsx,xlsx,3.6,2024-04-20,2024-08-02,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003828,CBRE_00187,Financial Statement,CBRE_00187_Financial_Statement_3.xlsx,xlsx,2.69,2022-01-12,2023-05-05,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003829,CBRE_00187,Financial Statement,CBRE_00187_Financial_Statement_4.xlsx,xlsx,3.39,2021-05-29,2024-04-25,Active,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003830,CBRE_00187,Energy Audit,CBRE_00187_Energy_Audit_1.pdf,pdf,2.87,2021-06-28,2023-04-19,Draft,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003831,CBRE_00187,Appraisal Report,CBRE_00187_Appraisal_Report_1.pdf,pdf,4.04,2023-04-01,2023-12-23,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003832,CBRE_00187,Insurance Policy,CBRE_00187_Insurance_Policy_1.pdf,pdf,1.26,2024-07-06,2023-08-20,Active,Public,"general, property, management",True,True,2027-08-21
DOC_003833,CBRE_00187,Maintenance Log,CBRE_00187_Maintenance_Log_1.csv,csv,4.08,2020-12-05,2023-10-21,Active,Internal,"general, property, management",False,False,
DOC_003834,CBRE_00187,Maintenance Log,CBRE_00187_Maintenance_Log_2.csv,csv,3.59,2021-07-22,2024-12-07,Active,Confidential,"general, property, management",False,False,
DOC_003835,CBRE_00187,Maintenance Log,CBRE_00187_Maintenance_Log_3.csv,csv,3.96,2024-12-02,2023-07-30,Active,Internal,"general, property, management",False,False,
DOC_003836,CBRE_00187,Maintenance Log,CBRE_00187_Maintenance_Log_4.csv,csv,3.85,2020-01-01,2024-09-18,Active,Confidential,"general, property, management",False,False,
DOC_003837,CBRE_00187,Tenant Correspondence,CBRE_00187_Tenant_Correspondence_1.docx,docx,3.65,2023-07-03,2023-05-31,Draft,Public,"general, property, management",False,False,
DOC_003838,CBRE_00187,Tenant Correspondence,CBRE_00187_Tenant_Correspondence_2.docx,docx,0.23,2022-05-11,2024-07-25,Active,Internal,"general, property, management",False,False,
DOC_003839,CBRE_00187,Tenant Correspondence,CBRE_00187_Tenant_Correspondence_3.docx,docx,4.51,2023-02-02,2024-01-12,Active,Internal,"general, property, management",False,False,
DOC_003840,CBRE_00187,Tenant Correspondence,CBRE_00187_Tenant_Correspondence_4.docx,docx,2.77,2020-02-25,2023-06-23,Active,Internal,"general, property, management",False,False,
DOC_003841,CBRE_00187,Tenant Correspondence,CBRE_00187_Tenant_Correspondence_5.docx,docx,3.5,2020-03-16,2023-09-27,Active,Confidential,"general, property, management",False,False,
DOC_003842,CBRE_00187,Market Analysis,CBRE_00187_Market_Analysis_1.pptx,pptx,3.27,2023-10-08,2024-05-29,Active,Confidential,"general, property, management",False,False,
DOC_003843,CBRE_00187,Environmental Report,CBRE_00187_Environmental_Report_1.pdf,pdf,1.43,2021-02-23,2024-06-17,Active,Confidential,"general, property, management",False,False,
DOC_003844,CBRE_00188,Lease Agreement,CBRE_00188_Lease_Agreement_1.pdf,pdf,1.94,2021-12-16,2024-07-22,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-05-14
DOC_003845,CBRE_00188,Lease Agreement,CBRE_00188_Lease_Agreement_2.pdf,pdf,4.41,2022-02-04,2024-08-20,Active,Public,"rent, term, renewal, escalation, cam",True,True,2027-01-18
DOC_003846,CBRE_00188,Property Inspection Report,CBRE_00188_Property_Inspection_Report_1.pdf,pdf,4.54,2024-07-12,2024-05-12,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003847,CBRE_00188,Financial Statement,CBRE_00188_Financial_Statement_1.xlsx,xlsx,3.03,2022-09-21,2024-12-09,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003848,CBRE_00188,Financial Statement,CBRE_00188_Financial_Statement_2.xlsx,xlsx,0.89,2021-03-26,2023-04-29,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003849,CBRE_00188,Energy Audit,CBRE_00188_Energy_Audit_1.pdf,pdf,1.09,2020-01-12,2023-08-14,Active,Confidential,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003850,CBRE_00188,Appraisal Report,CBRE_00188_Appraisal_Report_1.pdf,pdf,4.87,2020-02-09,2024-06-24,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003851,CBRE_00188,Insurance Policy,CBRE_00188_Insurance_Policy_1.pdf,pdf,1.15,2023-06-02,2023-12-18,Active,Confidential,"general, property, management",True,True,2026-03-09
DOC_003852,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_1.csv,csv,2.65,2021-02-14,2023-10-16,Draft,Confidential,"general, property, management",False,False,
DOC_003853,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_2.csv,csv,4.49,2020-08-24,2023-04-04,Active,Confidential,"general, property, management",False,False,
DOC_003854,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_3.csv,csv,1.54,2020-12-08,2023-01-05,Active,Internal,"general, property, management",False,False,
DOC_003855,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_4.csv,csv,4.05,2022-07-13,2024-12-24,Active,Internal,"general, property, management",False,False,
DOC_003856,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_5.csv,csv,2.77,2024-05-11,2024-08-23,Active,Confidential,"general, property, management",False,False,
DOC_003857,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_6.csv,csv,4.74,2021-11-15,2023-01-04,Draft,Confidential,"general, property, management",False,False,
DOC_003858,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_7.csv,csv,3.94,2021-02-11,2024-01-04,Active,Internal,"general, property, management",False,False,
DOC_003859,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_8.csv,csv,4.04,2023-07-09,2024-03-09,Draft,Internal,"general, property, management",False,False,
DOC_003860,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_9.csv,csv,4.19,2020-11-21,2023-10-11,Active,Public,"general, property, management",False,False,
DOC_003861,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_10.csv,csv,4.38,2021-11-07,2024-10-24,Active,Confidential,"general, property, management",False,False,
DOC_003862,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_11.csv,csv,1.33,2023-07-20,2023-01-27,Active,Public,"general, property, management",False,False,
DOC_003863,CBRE_00188,Maintenance Log,CBRE_00188_Maintenance_Log_12.csv,csv,3.85,2020-10-09,2024-08-03,Active,Confidential,"general, property, management",False,False,
DOC_003864,CBRE_00188,Tenant Correspondence,CBRE_00188_Tenant_Correspondence_1.docx,docx,4.39,2021-08-27,2023-09-23,Active,Internal,"general, property, management",False,False,
DOC_003865,CBRE_00188,Tenant Correspondence,CBRE_00188_Tenant_Correspondence_2.docx,docx,1.9,2022-04-02,2023-09-16,Draft,Confidential,"general, property, management",False,False,
DOC_003866,CBRE_00188,Market Analysis,CBRE_00188_Market_Analysis_1.pptx,pptx,4.66,2024-08-27,2024-10-03,Draft,Internal,"general, property, management",False,False,
DOC_003867,CBRE_00188,Environmental Report,CBRE_00188_Environmental_Report_1.pdf,pdf,2.45,2023-05-05,2023-04-24,Active,Confidential,"general, property, management",False,False,
DOC_003868,CBRE_00189,Lease Agreement,CBRE_00189_Lease_Agreement_1.pdf,pdf,4.62,2021-04-27,2023-02-01,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-06-22
DOC_003869,CBRE_00189,Lease Agreement,CBRE_00189_Lease_Agreement_2.pdf,pdf,3.89,2022-11-30,2024-03-29,Draft,Public,"rent, term, renewal, escalation, cam",True,True,2027-09-01
DOC_003870,CBRE_00189,Property Inspection Report,CBRE_00189_Property_Inspection_Report_1.pdf,pdf,2.72,2022-03-15,2024-08-11,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003871,CBRE_00189,Financial Statement,CBRE_00189_Financial_Statement_1.xlsx,xlsx,1.82,2021-06-24,2024-11-08,Draft,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003872,CBRE_00189,Financial Statement,CBRE_00189_Financial_Statement_2.xlsx,xlsx,4.96,2021-08-16,2024-05-05,Draft,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003873,CBRE_00189,Financial Statement,CBRE_00189_Financial_Statement_3.xlsx,xlsx,4.71,2020-09-14,2024-11-14,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003874,CBRE_00189,Energy Audit,CBRE_00189_Energy_Audit_1.pdf,pdf,3.78,2020-04-10,2024-07-15,Archived,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003875,CBRE_00189,Appraisal Report,CBRE_00189_Appraisal_Report_1.pdf,pdf,1.45,2024-03-27,2024-10-02,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003876,CBRE_00189,Insurance Policy,CBRE_00189_Insurance_Policy_1.pdf,pdf,1.68,2020-06-03,2024-12-20,Active,Internal,"general, property, management",True,True,2026-07-10
DOC_003877,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_1.csv,csv,4.76,2020-02-24,2024-02-18,Active,Confidential,"general, property, management",False,False,
DOC_003878,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_2.csv,csv,1.77,2021-03-07,2023-07-31,Active,Internal,"general, property, management",False,False,
DOC_003879,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_3.csv,csv,3.89,2021-07-06,2024-02-03,Active,Confidential,"general, property, management",False,False,
DOC_003880,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_4.csv,csv,1.46,2022-09-11,2023-11-16,Active,Public,"general, property, management",False,False,
DOC_003881,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_5.csv,csv,2.49,2021-02-09,2024-02-05,Active,Internal,"general, property, management",False,False,
DOC_003882,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_6.csv,csv,0.97,2024-12-26,2023-07-11,Active,Confidential,"general, property, management",False,False,
DOC_003883,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_7.csv,csv,0.23,2021-04-16,2024-07-28,Active,Confidential,"general, property, management",False,False,
DOC_003884,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_8.csv,csv,3.58,2020-07-18,2023-03-18,Active,Confidential,"general, property, management",False,False,
DOC_003885,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_9.csv,csv,3.13,2024-12-30,2023-03-05,Active,Internal,"general, property, management",False,False,
DOC_003886,CBRE_00189,Maintenance Log,CBRE_00189_Maintenance_Log_10.csv,csv,1.74,2020-02-02,2024-09-01,Active,Confidential,"general, property, management",False,False,
DOC_003887,CBRE_00189,Tenant Correspondence,CBRE_00189_Tenant_Correspondence_1.docx,docx,0.49,2020-09-22,2023-08-06,Archived,Confidential,"general, property, management",False,False,
DOC_003888,CBRE_00189,Tenant Correspondence,CBRE_00189_Tenant_Correspondence_2.docx,docx,3.71,2023-11-12,2023-03-27,Active,Public,"general, property, management",False,False,
DOC_003889,CBRE_00189,Tenant Correspondence,CBRE_00189_Tenant_Correspondence_3.docx,docx,2.62,2021-12-12,2024-06-23,Archived,Internal,"general, property, management",False,False,
DOC_003890,CBRE_00189,Tenant Correspondence,CBRE_00189_Tenant_Correspondence_4.docx,docx,0.51,2022-11-01,2024-09-16,Active,Confidential,"general, property, management",False,False,
DOC_003891,CBRE_00189,Market Analysis,CBRE_00189_Market_Analysis_1.pptx,pptx,2.64,2021-09-29,2024-07-02,Active,Internal,"general, property, management",False,False,
DOC_003892,CBRE_00189,Environmental Report,CBRE_00189_Environmental_Report_1.pdf,pdf,1.45,2021-08-15,2023-03-31,Active,Public,"general, property, management",False,False,
DOC_003893,CBRE_00190,Lease Agreement,CBRE_00190_Lease_Agreement_1.pdf,pdf,3.64,2023-01-29,2023-03-25,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-04-02
DOC_003894,CBRE_00190,Lease Agreement,CBRE_00190_Lease_Agreement_2.pdf,pdf,1.67,2020-03-22,2023-12-29,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2027-10-19
DOC_003895,CBRE_00190,Property Inspection Report,CBRE_00190_Property_Inspection_Report_1.pdf,pdf,2.29,2024-06-24,2024-09-15,Active,Public,"hvac, roof, structural, safety, code",False,False,
DOC_003896,CBRE_00190,Financial Statement,CBRE_00190_Financial_Statement_1.xlsx,xlsx,2.16,2024-11-26,2024-11-19,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003897,CBRE_00190,Financial Statement,CBRE_00190_Financial_Statement_2.xlsx,xlsx,4.02,2024-02-13,2024-03-10,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
